ID,Source if not TB,module,ch,Topic,2019midterm,2019_101_mock,label,Question text,latex,advanced variation,Alternate,Original (if changed),Answer,Extended answer,solution hints,Exam/practice,Difficulty,Share correct 2024,Share correct 101,2016_May_exam,2016_practice,2016_resit,2017_midterm,101midterm_2017,2017_practicemidterm,2017_101_practice_midterm,final_2017,101_final_2017,2017_resit,2017_resit_101,2018_midterm,101midterm_2018,2018_final,2018_final_101,2018_resit_101,Comments_DR,2019 mock midterm
5.9,,"beem101,bee2024",5,Game theory,,,,"9. Firms A and B each want to form a business partnership with each other but neither knows of the other’s attitude. Suppose a consulting firm organises a partnering meeting.  If they both 'Declare' an interest they get positive profits from this partnership but if they are 'Rebuffed' this hurts their firm's reputation (significantly negative payoff).  Rebuffing an declared offer slightly improves the firm's reputation. Payoffs are given below. Suppose this game is sequential, with firm A moving first.  What is the subgame-perfect equilibrium of this game?
  a.  Both Declare.
  b.  Both Ignore/Rebuff.
  c.  It is a mixed strategy equilibrium.
  d.  Firm A Declares and Firm B follows A’s action.
",,,,"9. Consider the game between the teens from the previous question.  Instead of being a simultaneous game, suppose it is sequential, with teen A moving first.  What is the subgame-perfect equilibrium of this new game?
  a.  Both Declare.
  b.  Both Ignore/Rebuff.
  c.  It is a mixed strategy equilibrium.
  d.  Teen A Declares and Teen B follows A’s action.
",d,,,E,6,,,,1,,,,,,,,,,,,,,,,
5.s2,self,"beem101,bee2024",5,Game theory,,,,"\includegraphics[width=4in]{newentrygame.png}

\question[3] Consider the above game [newentrygame.png], recalling payoffs are stated as (row player's payoff, column player's payoff).  Which of the following are true (choose one or more answer):

\begin{enumerate}[label=(\alph*)]
  \item For row: ‘Don’t enter’ is the unique rationalisable strategy (survivor of iterated strict dominance)
  \item Row: Don’t enter, Column: Don’t enter is a Nash equilibrium
  \item ‘Enter fully’ is a strictly dominated strategy for the row player
  \item For row: ‘Enter partially’ is the unique rationalisable strategy (survivor of iterated strict dominance)
  \item No strategies are strictly dominated for either player
\end{enumerate}

\begin{solution}
  a. For row: ‘Don’t enter’ is the unique rationalisable strategy (survivor of iterated strict dominance) ALSO C! -- edit the question?
\end{solution}

",,,,,a,,,P,7,,,,1,,,,,,,1,,,,,,,,,
5.s4,self,"beem101,bee2024",5,Game theory,,,,"[bestresponses.jpg] Consider a game where governments of countries A and B simultaneously choose how much pollution to allow their nations’ industries to emit.  Country A gets benefit $s_A(120-s_A-s_B)$ and B gets benefit $s_B(120-s_A-s_B)$, where $S_A$ and $S_B$ are the pollutants allowed to be emitted by countries A and B, respectively.   This leads to the best response functions depicted above.

Which statement below is True:
A. The more country A emits, the more pollution country B wants to emit
B. There is a unique Nash Equilibrium
C. The Pareto Optimal, efficient outcome is for each country to emit 40 units
D. There are multiple Nash Equilibria in this game
E. There are no Nash Equilibria in this game
",,,"

\question[4] \textcolor{gray}{\textit{Choose the TWO answers that are correct.}} Consider a game where governments of Australasia (A) and Britannia (B) simultaneously choose how much carbon to allow their nations' industries to emit.
Australasia gets benefit $S_A \times (120-S_A-S_B)$ and Britannia gets benefit $s_B\times(120-S_B-S_A)$, where $S_A$ and $S_B$ are the amounts of carbon allowed to be emitted by countries Australasia and Britannia, respectively. This leads to the best response functions depicted below.

\includegraphics[height=3in]{bestresponses.jpg}

Which TWO statements below are TRUE?

\begin{enumerate}[label=(\alph*)]
  %\item This problem illustrates the 'tragedy of the commons'.
  \item The more carbon Australasia emits, the more pollution Britannia wants to emit.
  \item The Nash Equilibrium will certainly lead to a Pareto Optimal, efficient outcome.
  \item If Australasia emitted 0 units, Brittania's best response would be to emit 120 units.
  \item There is definitely a unique Nash Equilibrium where each country emits 40 units of carbon.
\end{enumerate}
\begin{solution}
  Correct: There is definitely a unique Nash Equilibrium where each country emits 40 units of carbon.
  Correct: If Australasia emitted 0 units, Brittania's best response would be to emit 120 units.
\end{solution}

",,B,,,P,6,,,,1,,,,,,,1,,,,,,,,put on tutorial,
5.6,,"beem101,bee2024",5,Game theory,,,,"6. Teens A and B are smitten with each other but neither knows of the other’s feelings. Suppose the teachers at their school organize a dance.  The “payoff” is based on whether their advances are rebuffed or accepted.  If they both Declare,  they get positive utility but if they are Rebuffed they face humiliation (significantly negative payoff).  Rebuffing an advance slightly elevates the teen’s standing with peers.  [teenchoices.png here]
What is a teen’s dominant strategy?
  a.  Declare.
  b.  choose at random.
  c.  Rebuff/Ignore.
  d.  No dominant strategy.",,,,,d,,,E,5,,,,,,,,,,,,,,,,,,,,
5.18mod,,"beem101,bee2024",5,Game theory,,,repeatgameeqbm,"
\begin{minipage}{\linewidth}
\question[4] \textcolor{gray}{\textit{Select only one answer}} If the Prisoners' Dilemma is repeated over and over again with the same two players having an indefinite time horizon

\begin{enumerate}[label=(\alph*)]
  \item it can be a Subgame-perfect Nash Equilibrium for players to cooperate on Silent in every period if they are not too patient.
  \item it can be a Subgame-perfect Nash Equilibrium for players to cooperate on Silent in every period if they are patient enough.
  \item it can be a Subgame-perfect Nash Equilibrium for players to cooperate on Silent, but only in the initial stages of the game.
  \item it can be a Subgame-perfect Nash Equilibrium for players to cooperate on Silent, but only in the later stages of the game.
  \item the unique Subgame-perfect Nash equilibrium is for both players to play Confess each period, no matter how patient the players are.
\end{enumerate}

\begin{solution}
Correct: it can be a Subgame-perfect Nash Equilibrium for players to cooperate on Silent in every period if they are patient enough.
\end{solution}
\end{minipage}

",,,"2019:
\begin{minipage}{\linewidth}
\question[4] \textcolor{gray}{\textit{Select only one answer}} In a  repeated Prisoners' Dilemma, mutual cooperation (being silent) can be part of a subgame-perfect Nash Equilibrium if the following two conditions hold (choose TWO)

\begin{enumerate}[label=(\alph*)]
  \item The game is repeated infinitely or indefinitely.
  \item The game is repeated a finite, but large enough number of times.
\item Players are patient enough, i.e., do not overly discount later periods.
  \item Players are not \emph{too} patient, i.e., they discount future periods by more than half of the difference in payoffs
\item Players are \emph{not} altruistic to other players
\end{enumerate}

\begin{solution}
The game is repeated infinitely or indefinitely.
AND
Players are patient enough, i.e., do not overly discount later periods.

\end{solution}
\end{minipage}

""",,,,,,,,,,,,,,,,,,,,,,,,,,
6.21,,"beem101,bee2024",6,Production,,,,"\question[2] The marginal product of labour is defined as
\begin{enumerate}[label=(\alph*)]
\item a firm’s total output divided by total labour input.
\item the share of a firm's output that can be attributed to labour.
\item the extra output produced by employing one more unit of labour while allowing other inputs to vary.
\item the extra output produced by employing one more unit of labour while holding other inputs constant.
\item the extra output produced by employing one more unit of capital while holding labour input constant.
\end{enumerate}
\begin{solution}
  c: the extra output produced by employing one more unit of labour while allowing other inputs to vary.
\end{solution}","\question[2] The marginal product of labour is defined as
\begin{enumerate}[label=(\alph*)]
\item a firm’s total output divided by total labour input.
\item the share of a firm's output that can be attributed to labour.
\item the extra output produced by employing one more unit of labour while allowing other inputs to vary.
\item the extra output produced by employing one more unit of labour while holding other inputs constant.
\item the extra output produced by employing one more unit of capital while holding labour input constant.
\end{enumerate}
\begin{solution}
  c: the extra output produced by employing one more unit of labour while allowing other inputs to vary.
\end{solution}",,,,c,,,E,4,,,,,,1,1,,,,,,,,,,,,,
6.26,,"beem101,bee2024",6,Production,,,,"\question[3] A firm's isoquant shows
\begin{enumerate}[label=(\alph*)]
\item the amount of labour needed to produce a given level of output with capital held constant.
\item the amount of capital needed to produce a given level of output with labour held constant.
\item the rate at which a firm's profit increases as more capital and labour are used.
\item the various combinations of capital and labour that will produce a given amount of output.
\item the various quantities of capital and labour that will produce a given profit.
\end{enumerate}
\begin{solution}
d: the various combinations of capital and labour that will produce a given amount of output.
\end{solution}
","
\question[3] A firm's isoquant shows
\begin{enumerate}[label=(\alph*)]
\item the amount of labour needed to produce a given level of output with capital held constant.
\item the amount of capital needed to produce a given level of output with labour held constant.
\item the rate at which a firm's profit increases as more capital and labour are used.
\item the various combinations of capital and labour that will produce a given amount of output.
\item the various quantities of capital and labour that will produce a given profit.
\end{enumerate}
\begin{solution}
d: the various combinations of capital and labour that will produce a given amount of output.
\end{solution}
",,,"\question[3] A firm's isoquant shows
\begin{enumerate}[label=(\alph*)]
\item the amount of labour needed to produce a given level of output with capital held constant.
\item the amount of capital needed to produce a given level of output with labour held constant.
\item the rate at which a firm's profit increases as more capital and labour are used.
\item the various combinations of capital and labour that will produce a given amount of output.
\item the various quantities of capital and labour that will yield the same profit.
\end{enumerate}
\begin{solution}
d: the various combinations of capital and labour that will produce a given amount of output.
\end{solution}",d,,,E,5,,,,,1,1,1,,,,,,,,,,,,,
6.30,,"beem101,bee2024",6,Production,,,,"30. Suppose the production function for good q is given by q = 3K + 2 L where K and L are capital and labour inputs. Consider three statements about this function:
I. The function exhibits constant returns to scale.
II. The function exhibits diminishing marginal productivities to all inputs.
III. The function has a constant rate of technical substitution.
​
Which of these statements is true?
  a.  All of them.
  b.  None of them.
  c.  I and II but not III.
  d.  ​I and III but not II.
  e.  ​only I.","\question[3] Suppose the production function for good q is given by $q = 3K + 2L$ where K and L are capital and labour inputs.
Consider three statements about this function:
I. The function exhibits constant returns to scale.
II. The function exhibits diminishing marginal productivities to all inputs.
III. The function has a constant rate of technical substitution.

Which of these statements are true?
\begin{enumerate}[label=(\alph*)]
\item All of them
\item None of them
\item I and II but not III
\item I and III but not II
\item only I.
\end{enumerate}
\begin{solution}
d: I and III but not II.
\end{solution}",,,,d,,,E,6,,,,,,1,1,,,,,,,,,,,,,
6.27,,"beem101,bee2024",6,Production,,,,"The marginal rate of technical substitution of labour for capital measures
  a.  the amount by which capital input can be reduced while holding quantity produced constant when one more unit of labour is used.
  b.  the increased production from adding an additional unit of capital and subtracting a unit of labour
  c.  the ratio of total labour to total capital.
  d.  the ratio of total capital to total labour.",,,,"27. The marginal rate of technical substitution of labor for capital measures
  a.  the amount by which capital input can be reduced while holding quantity produced constant when one more unit of labor is used.
  b.  the amount by which labor input can be reduced while holding quantity produced constant when one more unit of capital is used.
  c.  the ratio of total labor to total capital.
  d.  the ratio of total capital to total labor.",a,,,E,5,,,1,,,,,1,1,,,,,,,,,,,
6.28,,"beem101,bee2024",6,Production,,,,"A firm’s rate of technical substitution is represented graphically by
  a.  the slope of the line connecting the origin with the relevant point on the isoquant.
  b.  the negative of the slope of the line connecting the origin with the relevant point on the isoquant.
  c.  the slope of the isoquant at the relevant point.
  d.  the negative of the slope of the isoquant at the relevant point.",,,,,,,,E,6,,,,1,,,,1,1,,,,,,,,,,,
6.19,,"beem101,bee2024",6,Production,,,,"The standard economic definition of a firm is   a.  a president, some vice presidents, and some employees.
  b.  any organization that wants to make a profit.
  c.  any accumulation of productive assets.
  d.  any organization that turns inputs into outputs.
","\question[2] The standard economic definition of a firm is defined as
\begin{enumerate}[label=(\alph*)]
\item a president, some vice presidents, and some employees.
\item any organization that wants to make a profit.
\item any accumulation of productive assets.
\item any organization that turns inputs into outputs.
\end{enumerate}
\begin{solution}
  d.  any organization that turns inputs into outputs.
\end{solution}",,"\question[2] The standard economic definition of a firm is
\begin{enumerate}[label=(\alph*)]
  \item an organisation consisting of managers and employees under their direct control.
  \item an organisation that sustains costs over \pounds 100,000 per financial quarter.
  \item an organisation that has accumulated of productive assets.
  \item an organisation that turns inputs into outputs.
  \item an organisation that wants to make a profit.
\end{enumerate}
\begin{solution}
  an organisation that turns inputs into outputs.
\end{solution}","19. A firm is defined as
  a.  a president, some vice presidents, and some employees.
  b.  any organization that wants to make a profit.
  c.  any accumulation of productive assets.
  d.  any organization that turns inputs into outputs.
ANSWER:   d
POINTS:   1
",d,,,P,,,,,,,,,1,1,,,,,,,,,,,
6.5,,"beem101,bee2024",6,Production,,,," If production is given by Q = KL, doubling both inputs
  a.  more than doubles output.
  b.  exactly doubles output.
  c.  increases output but does not double it.
  d.  leaves output unchanged.

",,,,,a,,,E,,,,,,,,,1,1,,,,,,,,,,,
6.32,,"beem101,bee2024",6,Production,,,,"32. If, as a result of doubling all its inputs, a firm can more than double its output, the firm’s production function exhibits
  a.  constant returns to scale.
  b.  increasing returns to scale.
  c.  decreasing returns to scale.
  d.  increasing marginal productivity to at least one input.","\question[3] If, as a result of doubling all its inputs, a firm can more than double its output, the firm’s production function exhibits
\begin{enumerate}[label=(\alph*)]
  \item  constant returns to scale.
  \item  increasing returns to scale.
  \item  decreasing returns to scale.
  \item  increasing marginal productivity to at least one input.
    \item both b and c
\pagebreak
\end{enumerate}
\begin{solution}
b. Increasing returns to scale
\end{solution}

",,,,increasing returns to scale,,,E,4,,,,,,,,,,,,,,,,,,,,
7.h,http://highered.mheducation.com/sites/0073402818/student_view0/chapter9/multiple_choice_quiz.html,"beem101,bee2024",7,costs,,,,"The expansion path shows…
  A) how input prices change as the firm's output level changes.
  B) how the marginal products change as the firm's output level changes.
  C) how the cost-minimizing input choices change as the firm's output level changes.
  D) how the cost-minimizing input prices change as the firm's output level changes.","\question[2] The expansion path shows
\begin{enumerate}[label=(\alph*)]
\item how input prices change as the firm's output level changes.
\item how the marginal products change as the firm's output level changes.
\item how the cost-minimizing input choices change as the firm's output level changes.
\item how the cost-minimizing input prices change as the firm's output level changes.
\end{enumerate}
\begin{solution}
c: how the cost-minimizing input choices change as the firm's output level changes.
\end{solution}",,,"
The expansion path shows…
  A) how input prices change as the firm's output level changes.
  B) how the marginal products change as the firm's output level changes.
  C) how the profit-maximizing input choices change as the firm's output level changes.
  D) how the cost-minimizing input choices change as the firm's output level changes.
  E) how the cost-minimizing input prices change as the firm's output level changes.",c,"c: how the cost-minimizing input choices change as the firm's output level changes. This is the definition.
",,E,5,,,,1,,1,,,1,,,,,,,,,,,
7.17,,"beem101,bee2024",7,costs,,,,"17. Suppose MPL = 20 and MPK = 40 and the rental rate on capital is $10.  IIf the level of production is currently efficient (and both capital and labour are used, with a diminishing MRT), the wage rate must be
  a.  $10
  b.  $5
  c.  $20
  d.  $40","\question[3] Suppose MPL = 20 and MPK = 40 and the rental rate on capital is \pounds 10.
If the level of production is currently efficient (and both capital and labour are used, with an everywhere-diminishing MRTS), the wage rate must be
\begin{enumerate}[label=(\alph*)]
\item \pounds 10
\item \pounds 5
\item \pounds 20
\item \pounds 40
\end{enumerate}
\begin{solution}
b: 5 pounds. The MRTS must equal the price ratio. Thus $MPL/MPK=w/r$ so here $20/40=5/10$
\end{solution}",,,,b,,,P,6,,,,1,,1,1,,,,,,,,,,,,,
7.19,,"beem101,bee2024",7,costs,,,,"The opportunity cost of producing a bicycle refers to
  a.  the out-of-pocket payments made to produce the bicycle.
  b.  the value of the goods that were given up to produce the bicycle.
  c.  the bicycle's retail price.
  d.  the marginal cost of the last bicycle produced.","\question[2] The opportunity cost of producing a bicycle refers to
\begin{enumerate}[label=(\alph*)]
\item the out-of-pocket payments made to produce the bicycle.
\item the value of the goods that were given up to produce the bicycle.
\item the bicycle's retail price.
\item the marginal cost of the last bicycle produced.
\item the opportunity to charge a high cost for a bicycle.
\end{enumerate}
\begin{solution}
b: the value of the goods that were given up to produce the bicycle
\end{solution}",,,,b,"b: the value of the goods that were given up to produce the bicycle. This is the definition of an opportunity cost of producing something;  what was given up in order to produce it.
",,E,5,,,,,,1,,,1,,,,,,,,,,,
7.26,,"beem101,bee2024",7,costs,,,,"A firm whose production function displays increasing returns to scale will have a total cost curve that is
  a.  a straight line through the origin.
  b.  a curve with a positive and continually decreasing slope.
  c.  a curve with a positive and continually increasing slope.
  d.  a curve with a negative and continually decreasing slope.","\question[3] A firm whose production function displays increasing returns to scale will have a total cost curve that is
\begin{enumerate}[label=(\alph*)]
\item a straight line through the origin.
\item a curve with a positive and continually decreasing slope.
\item a curve with a positive and continually increasing slope.
\item a curve with a negative and continually decreasing slope.
\end{enumerate}
\begin{solution}
b: a curve with a positive and continually decreasing slope.
\end{solution}
",,,,b,"b: a curve with a positive and continually decreasing slope. IRS implies cost per unit must be decreasing, as  it takes less than twice as many  inputs to produce twice as many outputs. However, it always  cost more to produce more,  so the cost curve cannot be negative.
",,P,5,,,,,,1,,,1,,,,,,,,,,,checked
7.29,,"beem101,bee2024",7,costs,,,,"As long as marginal cost is below average cost, average cost will be
  a.  falling
  b.  rising.
  c.  constant.
  d.  changing in a direction that cannot be determined without more information","\question[3] As long as marginal cost is below average cost, average cost will be
\begin{enumerate}[label=(\alph*)]
\item falling.
\item rising.
\item constant.
\item changing in a direction that cannot be determined without more information.
\end{enumerate}
\begin{solution}
a: falling.
\end{solution}",,"\question[3] As long as marginal cost is below average cost, as quantity increases average cost will be
\begin{enumerate}[label=(\alph*)]
  \item falling.
  \item changing in a direction that cannot be determined without more information.
  \item rising.
  \item constant.
  \item increasing only if we exclude sunk costs.
\end{enumerate}
\begin{solution}
a: falling.
\end{solution}
",,a,,,E,5,,,,,1,1,1,,,,,,,,,,,,,
7.24,,"beem101,bee2024",7,costs,,,,"The shape of a firm's expansion path depends upon
  a.  the price of the labour input.
  b.  the price of the capital input.
  c.  the shape of the firm's production function.
  d.  all of these factors.
","
\question[3] The shape of a firm's expansion path depends upon
\begin{enumerate}[label=(\alph*)]
  \item  the price of the capital input.
  \item  the shape of the firm's production function.
   \item  the price of the labour input.
  \item  all of these factors.
    \item only the price of the capital and labour input.
\end{enumerate}
\begin{solution}
d. All of these factors.
\end{solution}",,,,all of these factors,,,P,,,,1,,,,,1,1,,,,,,,,,,,
en-cost-5,economics network,"beem101,bee2024",7,costs,,,,"The opportunity cost of a resource is:

a) always the price at which a resource is purchased
b) the extra payment the resource owner receives over and above its transfer earnings
c) the additional cost of employing an extra unit of the resource
d) the amount lost by not employing a resource in its best alternative use",,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
7.21,,"beem101,bee2024",7,costs,,,,"21. A firm's economic profits are given by
  a.  total revenue minus total accounting cost.
  b.  the owner's opportunity cost.
  c.  total revenue minus total economic cost.
  d.  total revenue minus the cost of capital.",,,,,c,,,P,,,,,,,,,1,,,,,,,,,,,,
7.35,,"beem101,bee2024",7,costs,,,,"35. A firm's marginal cost curve
  a.  is always U-shaped.
  b.  always has a positive slope.
  c.  is always below its average cost curve.
  d.  always intersects its average cost curve at its minimum point.","\question[3] A firm's marginal cost curve
\begin{enumerate}[label=(\alph*)]
  \item  is always U-shaped.
  \item  always has a positive slope.
  \item  is always below its average cost curve.
  \item  always intersects its average cost curve at its minimum point.
\end{enumerate}
",,,,d,,,P,5,,,,,,,,1,,,,,,,,,,,,
en-cost-5,economics network,"beem101,bee2024",7,costs,,,,"Which of the following statements are correct (select all that apply)? [choose TWO]

a) If Average Cost (AC) increases in quantity, the Marginal Cost (MC) curve must be above the AC curve for each level of output.
b) Economists include the opportunity cost of capital in their definition of revenues.
c) Total costs are the sum of marginal costs and average costs.
d) The MC curve intersects the AC curve at its minimum.
e) If marginal costs decline as quantity increases but there are large fixed costs, this implies constant returns to scale

Ans
-The MC curve intersects the AC curve at its minimum.
- If Average Cost (AC) increases in quantity, the Marginal Cost (MC) curve must be above the AC curve for each level of output.
",,,,,"Select  Answer: a,d",,,,5,,,,,,,,1,,,,,,,,,,,,checked
7.18,,"beem101,bee2024",7,costs,,,,"18. Suppose MPL = 40 and MPK = 20 and the rental rate on capital is $10.  If the level of production is currently efficient, the wage rate must be
  a.  $10
  b.  $5
  c.  $20
  d.  $40",,,,,c,,,E,6,,,1,,,,,,,,,,,,,,,,,
8.13,,"beem101,bee2024",8,Profit maximization and supply,,,,"\question[3] A firm that sought to maximize revenue (rather than profit) would choose to produce an output level for which marginal revenue was equal to
\begin{enumerate}[label=(\alph*)]
  \item marginal cost
  \item average cost.
  \item price.
   \item zero.
  \item as high as possible.
\end{enumerate}

\begin{solution}
d. zero
\end{solution}",,,,,d,,,E,5,,,,1,,,,,,1,1,,,,,,,,,checked
8.02,,"beem101,bee2024",8,Profit maximization and supply,,,,"Q: Should a price-setting firm ever set its price at a point where demand is inelastic? Why or why not?

a. Yes, because if demand were elastic, a rise in price would reduce quantity and thus reduce revenue
b. Yes, because revenue is maximized where demand is the most inelastic
c. No, because if it were at such a point, it could lower its price and its revenue would increase and costs would decline
d. No, because if it were at such a point, it could raise its price and its revenue would increase and costs would decline
","\question[3] Q: Should a price-setting firm ever set its price at a point where demand is inelastic? Why or why not?
\begin{enumerate}[label=(\alph*)]
\item Yes, because if demand were elastic, a rise in price would reduce quantity and thus reduce revenue.
\item Yes, because revenue is maximized where demand is the most inelastic.
\item No, because if it were at such a point, it could lower its price and its revenue would increase and costs would decline.
\item No, because if it were at such a point, it could raise its price and its revenue would increase and costs would decline.
\end{enumerate}
\begin{solution}
  d: No, because if it were at such a point, it could raise its price and its revenue would increase and costs would decline.
\end{solution}",,,,d,,,E,7,,,,,1,1,1,,,,,,,,,,,,,checked
8.11,,"beem101,bee2024",8,Profit maximization and supply,checked,,,"11. If the demand faced by a firm is elastic, selling one less unit of output will
  a.  increase revenue.
  b.  decrease revenue.
  c.  keep revenues constant.
  d.  decrease price.","\begin{minipage}{\linewidth}
\question[5]  \textcolor{gray}{\textit{Choose TWO. Partial credit awarded.}}:

If the demand faced by a firm is elastic (but not perfectly elastic), selling one less unit of output will

\begin{enumerate}[label=(\alph*)]
  \item decrease revenue.
  \item keep revenues constant.
  \item require the firm to charge a lower price.
  \item increase revenue.
  \item allow the firm to charge a higher price.
\end{enumerate}

\begin{solution}
allow the firm to charge a higher price AND
decrease revenue
\end{solution}
\end{minipage}
",,,,b,,,E,6,,,1,,,,,1,,,,1,,,,,,,,
8.10,,"beem101,bee2024",8,Profit maximization and supply,,,,"If the demand faced by a firm is inelastic, selling one more unit of output will 
  a.  increase revenues.
  b.  decrease revenues.
  c.  keep revenues constant.
  d.  increase profits.
  e. allow the firm to increase the price.",,,,,b,,,P,6,,,,1,,,,1,1,,,,,,,,,,,checked
8.10b,,"beem101,bee2024",8,Profit maximization and supply,,,,"Choose all that apply: If the demand faced by a firm is elastic (but not perfectly elastic), selling one less unit of output will (a) decrease revenue.
(b) keep revenues constant.
(c) require a decreased price. 
(d) increase revenue.
(e) allow an increased price.",,,,,,,,,,,,,,,,,,,,,,1,,,,,,half got it wrong,
8.12,,"beem101,bee2024",8,Profit maximization and supply,,,,"12. If the demand curve a firm faces shifts to the right,
  a.  it would be impossible to tell whether the marginal revenue curve shifts.
  b.  the marginal revenue curve would shift to the left.
  c.  the marginal revenue curve would shift to the right.
  d.  the marginal revenue curve would not shift.",,,,removed 'usually',c,,,E,5,,,,,,,,1,,,,,,,,,,,,
8.7,,"beem101,bee2024",8,Profit maximization and supply,,,,"7. In order to maximize profits, a firm with increasing marginal costs, that can sell all it wants without affecting price should produce
  a.  where average variable costs are minimized.
  b.  where marginal cost is equal to average variable costs.
  c.  where marginal cost is equal to price.
  d.  where marginal cost is a minimum.
",,,,"7. In order to maximize profits, a firm that can sell all it wants without affecting price should produce
  a.  where average variable costs are minimized.
  b.  where marginal cost is equal to average variable costs.
  c.  where marginal cost is equal to price.
  d.  where marginal cost is a minimum.
",c,,,E,5,,,,,,,,1,,,,,,,,,,,,
8.8,,"beem101,bee2024",8,Profit maximization and supply,,,,"8. If a firm is a price taker, its marginal revenue is
  a.  equal to market price.
  b.  less than market price.
  c.  greater than market price.
  d.  a multiple of market price that may be either greater than or less than one.
",,,,,a,,,E,5,,,,,,,,1,,,,,,,,,,,,checked
8.01,,"beem101,bee2024",8,Profit maximization and supply,,,,"In order to maximize profits, a firm should produce at the output level for which
  a.  average cost is minimized.
  b.  marginal revenue equals marginal cost.
  c.  marginal cost is minimized.
  d.  price minus average cost is as large as possible.
",,,,,b,,,P,4,,,,,,,,,,,,1,,,,,,,,
8.17,,"beem101,bee2024",8,Profit maximization and supply,,,,"17. If price is equal to short-run average variable cost, this price is known as
  a.  the break-even price.
  b.  the profit-maximizing price.
  c.  the shutdown price.
  d.  the revenue-maximizing price.",,,,,c,,,P,5,,,,,,,,,,,,,,,,,,,,
9.10,,"beem101,bee2024",9,Perfect competition,,,,"Under perfect competition, if an industry is characterized by positive economic profits in the short run
  a.  firms will leave the market in the long run and the short-run supply curve will shift outward.
  b.  firms will enter the market in the long run and the short-run supply curve will shift outward.
  c.  firms will enter the market in the long run and the short-run supply curve will shift inward.
  d.  firms will leave the market in the long run and the short-run supply curve will shift inward.","\question[3] Under perfect competition, if an industry is characterized by positive economic profits in the short run
\begin{enumerate}[label=(\alph*)]
\item firms will leave the market in the long run and the short-run supply curve will shift outward.
\item firms will enter the market in the long run and the short-run supply curve will shift outward.
\item firms will enter the market in the long run and the short-run supply curve will shift inward.
\item firms will leave the market in the long run and the short-run supply curve will shift inward.
\end{enumerate}
\begin{solution}
  b: firms will enter the market in the long run and the short-run supply curve will shift outward.
\end{solution}",,,,b,,,E,6,,,1,,,1,1,,,,,,,,,,,,,checked
9.8,,"beem101,bee2024",9,Perfect competition,,,,"8. If the market for coconut water is characterized by a very elastic supply curve and a very inelastic demand curve, an outward shift in the supply curve would be reflected primarily in the form of
  a.  higher prices.
  b.  higher output.
  c.  lower prices.
  d.  lower output.","\question[3] If the market for bottled spring water is characterized by a very elastic supply curve and a very inelastic demand curve, an outward shift in the supply curve would be reflected primarily in the form of
\begin{enumerate}[label=(\alph*)]
\item higher prices.
\item higher output.
\item lower prices.
\item lower output.
\end{enumerate}
\begin{solution}
c: lower prices.
\end{solution}",,,,c,,,P,7,,,,1,,1,1,,,,,,,,,,,,,
9.42,,"beem101,bee2024",9,Perfect competition,,,,"Suppose demand for a good is QD = 100 - P and supply is QS = -20 + P. What is the equilibrium quantity?
  a.  20
  b.  40
  c.  60
  d.  80
","\question[4] Suppose demand for a good is $Q_D = 100 - P$ and supply is $Q_S = -20 + P$. What is the equilibrium quantity?
\begin{enumerate}[label=(\alph*)]
\item 20
\item 40
\item 60
\item 80
\end{enumerate}
\begin{solution}
b: 40. $100-P=-20+P \rightarrow 120=2P \rightarrow P=60 \rightarrow Q_D=Q_S=40$
\end{solution}",,,,b,,,E,6,,,,,,1,1,,1,,,,,,,,,,,
9.5,,"beem101,bee2024",9,Perfect competition,,,,"5. A demand curve will shift out for any of the following reasons except
  a.  preference for a good increases.
  b.  price of a substitute falls.
  c.  income rises.
  d.  price of a complement falls.","\question[2] A demand curve will shift out for any of the following reasons except
\begin{enumerate}[label=(\alph*)]
\item preference for a good increases.
\item price of a substitute falls.
\item income rises.
\item price of a complement falls.
\end{enumerate}
\begin{solution}
\item price of a substitute falls.
\end{solution}",,,,b,,,E,5,,,,,,1,1,,,,,,,,,,,,,
9.7,,"beem101,bee2024",9,Perfect competition,,,,"7. If the market for hula-hoops is characterized by a very inelastic supply curve and a very elastic demand curve, an inward shift in the supply curve would be reflected primarily in the form of
  a.  higher prices.
  b.  higher output.
  c.  lower prices.
  d.  lower output.",,,,,d,,,E,6,,,1,,,,,1,,,,,,,,,,,,
9.13,,"beem101,bee2024",9,Perfect competition,,,,"For an increasing cost industry, the long-run supply curve has a price-elasticity of supply that is 
  a.  infinite.
  b.  negative.
  c.  positive.
  d.  zero.","\question[3] For an increasing cost industry, the long-run supply curve has a price-elasticity of supply that is
\begin{enumerate}[label=(\alph*)]
\item infinite.
\item negative.
\item positive.
\item zero.
\end{enumerate}
\begin{solution}
\end{solution}",,,,c,,,E,6,,,,,1,,,1,1,,,1,,,,,,,a lot of people think 'negative',
9.2,,"beem101,bee2024",9,Perfect competition,,,,"2. In the short run
  a.  new firms may enter an industry.
  b.  existing firms may change the quantity they are supplying.
  c.  price and quantity supplied are absolutely fixed.
  d.  quantity demanded is absolutely fixed.",,,,,b,,,E,5,,,,,,,,1,,,,,,,,,,,,
