ID,Type,Source if not TB,ch,Category1,cat2,101_2019,101_2019_mock,time_to_solve,"Question text, with answer",Advanced ver,older version,Difficulty,Comments_DR,Maths,BEE2024-2016_May_exam,BEE2024_2016_practice,2016_resit,beem101_2016-17_practice,Beem101_2016/17-midterm,final_2017,101_final_2017,2017_resit,2017_resit_101,2018_101_final,common_errors,Category2,2018_2024_final,Variation,2018-19_101_midterm,2019_final,2019_notes,alt-2024,2018_resit_101,2019_resit,2019-mock
monop_efficiency,"justify statement, depict, apply theory",,,Monopoly,,,,,"\part (7 marks) `A monopoly firm charging a single price is less efficient than a perfectly competitive market.' Justify this statement.
\begin{solution}
\includegraphics[height=3in]{dwlmonop.png}

(Diagram such as the one above illustrates the deadweight loss of monopoly. Student need not discuss distributional issue.)

  \begin{itemize}
    \item Monopoly charges $P^{**}>mc$ to increase revenue; competitive firms must charge $P^{*}=mc$
    \item Consumers facing $P>mc$ consume less (monopoly produces less) than when $P=mc$
    \item Monopoly sub-efficient: more could be produced at a cost below consumers' value
    \item Loss of consumer surplus outweighs gain to profits $\rightarrow$ `deadweight loss' (BAE)
  \end{itemize}
\end{solution}",,,,,,1,,,,,,checked,,,,,,,,,,,,,,
monop_perfectpd,"justify statement, depict, apply theory",,,Monopoly,Price discrimination,,,,"\part (7 marks)`With a monopoly firm, perfect price discrimination is known to lead to an efficient outcome.' Justify this statement.

\begin{solution}
  \begin{itemize}
    \item Charge each consumer her value of each unit
    \item Thus always produce a unit if some consumer's value $>$ marginal cost $\rightarrow$ efficiency
    \item In above diagram, leads to efficient quantity $Q^{*}$, no deadweight loss
    \item (All surplus goes to monopolist).
  \end{itemize}
\end{solution}
",,,,,,1,,,,,,,,,,,,,,,,,,,,
monop_3dpd_effic,"justify statement, depict, apply theory",,,Monopoly,Price discrimination,,checked,,"\part (7 marks) `With a monopoly firm, third-degree price discrimination may lead to a more efficient outcome than a single price, or it may lead to a less efficient outcome---it depends.' Justify this statement.

\begin{solution}
  \begin{itemize}
    \item 3dpd: Charge observable `A-consumers' (high-average-value) more, `B-consumers' (low-average-value)less
    \item Possible higher production; increaser sales to second group, generates value above cost
    \item But some A-consumers may no longer purchase at higher cost $\rightarrow$ units to consumers who value it less $\rightarrow$ loss of value
  \end{itemize}
\end{solution}","\begin{minipage}{\linewidth}
\part[25] \bigskip `With a monopoly firm, third-degree price discrimination may lead to a more efficient outcome than a single price, or it may lead to a less efficient outcome---it depends. It is likely to help monopoly firms and less-wealthy consumers, at the expense of wealthier consumers.'

Justify the above statements. Present a diagram and/or equations to support your arguments.

\begin{solution}
  \begin{itemize}
    \item 3dpd: Charge observable `A-consumers' (high-average-value) more, `B-consumers' (low-average-value)less
    \item Possible higher production; increaser sales to second group, generates value above cost
    \item But some A-consumers may no longer purchase at higher cost $\rightarrow$ units to consumers who value it less $\rightarrow$ loss of value
  \end{itemize}

  \begin{itemize}
    \item Poorer consumers usually have lower `willingness-to-pay' for most goods; if tied to observable characteristics, they will get discounts
    \item Opposite for wealthier consumers---their prices rise
    \item Monopoly firm always benefit from more choice of pricing strategies. Here, can serve more of B-group without losing A-group, or raise prices for A-group without losing B-group.
  \end{itemize}

The `two market' diagram (see lecture notes) can be used to illustrate this..
\end{solution}
\end{minipage}",,,,,1,,,,,,,,,,,,,,,,,,,,
monop_3dpd_equity,"justify statement, depict, apply theory",,,Monopoly,Price discrimination,,,,"\part (7 marks) `Allowing third-degree price discrimination is likely to help monopoly firms and less-wealthy consumers, at the expense of wealthier consumers.'

\begin{solution}
  \begin{itemize}
    \item Poorer consumers usually have lower `willingness-to-pay' for most goods; if tied to observable characteristics, they will get discounts
    \item Opposite for wealthier consumers---their prices rise
    \item Monopoly firm always benefit from more choice of pricing strategies. Here, can serve more of B-group without losing A-group, or raise prices for A-group without losing B-group.
  \end{itemize}
\end{solution}",,,,,,1,,,,,,,,,,,,,,,,,,,,
monop_3dpd_equity,"justify statement, depict, apply theory",,,Monopoly,Price discrimination,,,,"  \part (12.5 marks) `With a monopoly firm, third-degree price discrimination may lead to a more efficient outcome than a single price, or it may lead to a less efficient outcome---it depends. It is likely to help monopoly firms and less-wealthy consumers, at the expense of wealthier consumers.'

Justify these statements. Please keep your answer under 100 words, plus any diagrams and equations you deem necessary.

\end{minipage}

\begin{solution}
  \begin{itemize}
    \item 3dpd: Charge observable `A-consumers' (high-average-value) more, `B-consumers' (low-average-value)less
    \item Possible higher production; increaser sales to second group, generates value above cost
    \item But some A-consumers may no longer purchase at higher cost $\rightarrow$ units to consumers who value it less $\rightarrow$ loss of value
  \end{itemize}

  \begin{itemize}
    \item Poorer consumers usually have lower `willingness-to-pay' for most goods; if tied to observable characteristics, they will get discounts
    \item Opposite for wealthier consumers---their prices rise
    \item Monopoly firm always benefit from more choice of pricing strategies. Here, can serve more of B-group without losing A-group, or raise prices for A-group without losing B-group.
  \end{itemize}
\end{solution}
",,,,,,,,,,,,,checked,checked,,,,,,,,,,,,
monop_pd_equity_policy,"justify statement, depict, apply theory",,,Monopoly,Price discrimination,,checked,,"\part `Allowing  price discrimination is likely to help monopoly firms and less-wealthy consumers, at the expense of wealthier consumers. This will be a good thing from a government policy perspective.' Discuss the merits of  this statement.

\begin{solution}

For 'third degree' 

  \begin{itemize}
    \item Poorer consumers usually have lower `willingness-to-pay' for most goods; if tied to observable characteristics, they will get discounts
    \item Opposite for wealthier consumers---their prices rise
    \item Monopoly firm always benefit from more choice of pricing strategies. Here, can serve more of B-group without losing A-group, or raise prices for A-group without losing B-group.
  \end{itemize}

Further discussion could consider 'second degree' PD; here the less/least valuable (poorer?) consumers get no surplus in either case, but the higher value consumers may gain an 'information rent' if both markets are catered to both before and after.

The student can also discuss other types of PD such as a 2-part tariff, and other concerns such as distorting the leisure/labour market decision and the presence of income taxes. (See Reinstein's writings).

\end{solution}",,,,,,,,,,,,,,,,,,,,,,,,,,
expevidence_pg_pd,"discuss evidence, explain, theory",,,Game theory,behavioural,,,,"\part (7 marks) Describe the overall evidence on how subjects play in either laboratory `Prisoner's dilemma' experiments or `Public goods' experiments.

\begin{solution}
  \begin{itemize}
    \item Significant cooperation/contributions (counter dominant-strategy prediction)
    \item Some `selfish' players, many `reciprocal'
    \item Declines with repetition but not to zero
    \item More cooperation when groups/players are kept constant than when meeting `strangers' each time
    \item Factors such as communication, higher return rates, smaller groups increase cooperation
    \item Allowing sanctioning can sometimes improve contributions
  \end{itemize}
\end{solution}

\part (7 marks) Explain why this does or does not represent evidence `against the Nash Equilibrium prediction'.

\begin{solution}
(A good answer in either direction is acceptable.)

  \begin{itemize}
    \item Game theory predictions for total payoffs, not just for money $\rightarrow$ social and fairness preferences hard to control
    \item NE not really a `prediction' but a description of what would be an equilibrium
    \item Limitations of lab; (scale of incentives, student participants\dots) NE still may be predictive in large real-world settings (mixed evidence on this)
    \item Still, robustness of these results suggest we should be sceptical of NE as a universal prediction
  \end{itemize}
\end{solution}

\part (7 marks) What relevance might these results have for particular public policy or management goals?

\begin{solution}
(A range of answers are reasonable here. Reward insight, originality, and real-world references.)

  \begin{itemize}
    \item Anticipate some voluntary contributions; taxation need not always cover full costs
    \item Structure institutions and local groups to facilitate contributions (see principles above and in slides); try not to `crowd out' voluntarism
    \item People may also cooperate in undesirable ways (benefits fraud, crime, corruption)
  \end{itemize}
\end{solution}

\end{parts}
",,,,,,1,,,,,,checked,,,,,,,,,,,,,,
expevidence_pg_pd_ult_relevance,"discuss evidence, explain, theory",,,Game theory,behavioural,,,,"\part (20 marks) \textit{Please try to answer in no more than one side of a page, plus any relevant diagrams.}  Describe the overall evidence on how subjects play in either laboratory `Prisoner's dilemma' experiments, `Public goods' experiments or `Ultimatum games'. What relevance might these results have for particular public policy or management goals? 

%Explain why this does or does not represent evidence `against the Nash Equilibrium prediction'. 

\begin{solution}
  \begin{itemize}
    \item Significant cooperation/contributions (counter dominant-strategy prediction)
    \item Some `selfish' players, many `reciprocal'
    \item Declines with repetition but not to zero
    \item More cooperation when groups/players are kept constant than when meeting `strangers' each time
    \item Factors such as communication, higher return rates, smaller groups increase cooperation
    \item Allowing sanctioning can sometimes improve contributions
  \end{itemize}

A range of answers are reasonable here. Reward insight, originality, and real-world references:

  \begin{itemize}
    \item Anticipate some voluntary contributions; taxation need not always cover full costs
    \item Structure institutions and local groups to facilitate contributions (see principles above and in slides); try not to `crowd out' voluntarism
    \item People may also cooperate in undesirable ways (benefits fraud, crime, corruption)
  \end{itemize}
\end{solution}",,,,,,1,,,,,,,,,,,,,,,checked,,,,,
taxi_hedgerisk,explain,,,Uncertainty,options,,,,"\part (7 marks) What financial options might a self-employed taxi driver want to buy to counter the risk that petrol prices will increase, and why and when would he want to do this?

\begin{solution}
  \begin{itemize}
    \item Buy `call option' on petrol or oil company $\rightarrow$ in case prices rise, can buy at fixed price, profit to counter losses from higher petrol costs
    \item With \textit{risk-averse} preferences (diminishing marginal utility of income), utility is increased by reducing variability (holding expected returns constant)
    \item Definitely do this (or hedge in other ways, like through a futures contract) if options prices are actuarially fair
  \end{itemize}
\end{solution}",,,,,,1,,,,,,,,,,,,,,,,,,,,
option_attributes,"define, explain",,,Uncertainty,options,,,,"
\part (12.5 marks) What three attributes characterise a financial option, and what are three factors that affect its price (and in which direction)? Intuitively, explain why these factors affect its price.

\begin{solution}
  \begin{enumerate}
    \item Specification of transaction: what is bought/sold, how many units maximum, at what price, etc
    \item Period the option may be exercised (from when until when)
    \item Price of the option
  \end{enumerate}

  \begin{enumerate}
    \item Expected value of underlying transaction (e.g., current share price); a higher (lower) value means a call (put) option is more (less) valuable
    \item Variability of the value of the transaction (more is better) - Variability can only help the option-holder: - price increase helps her - if price falls below strike price, she doesn't need to exercise the option
    \item Duration: the longer the better  Greater chance the price will rise above strike price
    \item \dots A diagram (see lecture notes) can be used to help explain this.
  \end{enumerate}

\end{solution}
\",,,,,,,,,,,,,checked,,,,,checked,"\question[20] Which three attributes characterise a financial option, and what are three factors that affect its price (and in which direction)? Intuitively, explain why each of these factors affects its price. Please write \textit{clearly} and \underline{concisely}.

\begin{solution}
  \begin{enumerate}
    \item Specification of transaction: what is bought/sold, how many units maximum, at what price, etc
    \item Period the option may be exercised (from when until when)
    \item Price of the option
  \end{enumerate}

  \begin{enumerate}
    \item Expected value of underlying transaction (e.g., current share price); a higher (lower) value means a call (put) option is more (less) valuable
    \item Variability of the value of the transaction (more is better) - Variability can only help the option-holder: - price increase helps her - if price falls below strike price, she doesn't need to exercise the option
    \item Duration: the longer the better, as there is a greater chance the price will rise above strike price
    \item \dots A diagram (see lecture notes) can be used to help explain this.
  \end{enumerate}

\end{solution}",,,,,,,
whysubsidise_drugs,"discuss theory, application",,,public goods,policy,,,,"\part (7 marks) Explain why governments may want to directly subsidise the development of new drugs.

\begin{solution}
  \begin{itemize}
    \item Drug R\&D may be a public good, or a common resource
    \item Expensive to develop and introduce a new drug -- `sunk costs' once developed
    \item But cheap to copy and produce
      \begin{itemize}
        \item $\rightarrow$  without patent protection may have $P=mc$ and no ex-post profit to compensate for sunk costs $\rightarrow$ No incentive to develop drugs without patent protection guaranteeing `excludability' and a limited monopoly
      \end{itemize}
    \item But ex-post, patent protection is costly; drug produced for a few pennies sold for \pounds1000's
    \begin{itemize}
      \item People may not buy, or NHS may not cover
      \begin{itemize}
        \item $\rightarrow$ Inefficient: some consumers may value drug at \pounds100's, far above MC, yet they don't consume it
      \end{itemize}
    \end{itemize}
    \item Possible solution: Government \textit{awards} and subsidies for drug development.
 \end{itemize}
\end{solution}

",,,,,,1,,,,,,,,,,,,,,,,,,,,
whysubsidise_drugs_plus,"discuss theory, application",,,public goods,policy,checked,,,"\begin{minipage}{\linewidth}
\bigskip
\part[25] Explain why governments may want to directly subsidise the development of new drugs. What obstacles would a government face in doing this efficiently and effectively?

\begin{solution}
\begin{itemize}
    \item Drug R\&D may be a public good, or a common resource
    \item Expensive to develop and introduce a new drug -- `sunk costs' once developed
    \item But cheap to copy and produce
      \begin{itemize}
        \item $\rightarrow$  without patent protection may have $P=mc$ and no ex-post profit to compensate for sunk costs $\rightarrow$ No incentive to develop drugs without patent protection guaranteeing `excludability' and a limited monopoly
      \end{itemize}
    \item But ex-post, patent protection is costly; drug produced for a few pennies sold for \pounds1000's
    \begin{itemize}
      \item People may not buy, or NHS may not cover
      \begin{itemize}
        \item $\rightarrow$ Inefficient: some consumers may value drug at \pounds100's, far above MC, yet they don't consume it
      \end{itemize}
    \end{itemize}
    \item Possible solution: Government \textit{awards} and subsidies for drug development.
 \end{itemize}

However, awards can be difficult -- how does the government know what the value of the drug will be without a price signal? It is also hard to determine this through `public choice', voting procedures etc, as there may be incentives to understate or overstate.

\bigskip

A reasonable answer could also engage the `Public Choice' discussion on the difficulty of eliciting/learning the public's true wtp for public goods.

\end{solution}
\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,
lump_sum_tax,"Explain, theory, policy",,,demand curves,,,,,"\part (7 marks) Explain why a `lump sum tax' (poll tax) may be more efficient than a tax on a single commodity.

\begin{solution}
  \begin{itemize}
    \item Lump-sum principle: taxes where amount pays depends on behaviour/choices will distort these choices in inefficient ways
    \item A lump-sum tax can always raise the most revenue for a given utility cost (or reduce utility least for a given revenue raised)
    \item See diagram below
  \end{itemize}

  \includegraphics[height=3.5in]{lumpsumdiag.png}
\end{solution}",,,,,,1,,,,,,,,,,,,,,,checked,,,,,
walk_side_coordinate,"Explain, theory",,,game theory,,,,,"\part (7 marks) `Some people in the UK walk on the left side of the pavement, and some people walk on the right side, and this leads to slower pedestrian traffic.' Discuss whether the previous sentence is evidence `against the Nash Equilibrium prediction'.

\begin{solution}
\begin{itemize}
  \item Assume opposite walkers' payoffs higher when on same side than on different sides (although some may prefer right and some left)
  \item Resembles `Battle of the Sexes' coordination game
  \item Empirical lack of coordination could be an out-of-equilibrium play or a mixed-strategy Nash Equilibrium
  \item If we knew payoffs we might test whether people were `mixing with strategies that made them indifferent'
  \item (Additional point: NE is a condition not necessarily a prediction)
\end{itemize}

(Other intelligent answers are acceptable.)

\end{solution}

",,,,,,1,,,,,,,,,,,,,,,,,,,,
marketfororgans,"discussion, article, policy",,,GE,altruism,,checked,,"\part (25 marks) Would allowing people to pay others for donating kidneys lead to more efficient outcomes? Would it lead to higher social welfare? Discuss this from an economics and behavioral economics point of view, making reference to the evidence and theory discussed in Slonim et al's ""The Market for Blood"" (2014). (Obviously this paper refers to a different context, but key principles may carry over. You are encouraged to cite any other research that may be relevant to this question.)

\begin{solution}

Some key points:

Classical economics predicts that without allowing positive prices we will have underprovision of organs.
People may value a kidney at \pounds 1 million, others may be willing to donate it for a price of \pounds 100,000 or more, yet no donation would occur. Both would be worse off by a classical model.

Students can be awarded points for demonstrating the efficiency of trade, using models and diagrams from the discussion of general and partial equilibrium.

Issues with paying donors:

\begin{itemize}
  \item Does it crowd out intrinsic motivation?
  \item Does it bring moral hazard and 'select' the wrong, unsafe donors? (Less important for organs perhaps, because these will be more heavily screened and don't go into a general pool)
  \item Is it harmful to the donors (paternalistic idea)
  \item or otherwise 'repugnant'?
\end{itemize}

The student can cite various evidence on how blood donations and voluntary behaviour responds to such incentives in the real world, particularly citing cross country evidence and field experiments. They should be critical in discussing the extent to which this evidence from one context applies to the kidney market.

\end{solution}
",,,,,,,,,,,,checked,,,,,,,,,,,,,,
payforblood,"discussion, article, policy",,,Behavioural,,checked,,,"\begin{minipage}{\linewidth}
\part[25] \bigskip Would allowing blood banks to pay people for making blood donations lead to more efficient outcomes? Is this desirable from a social perspective?  Discuss this from an economics and behavioural economics point of view, making reference to the evidence and theory discussed in Slonim et al's `The Market for Blood' (2014) as well as to at least one other paper, model, or piece of evidence.

\begin{solution}
Please see notes in the handout and online on the Slonim paper. The standard case for this is straightforward, and relies on the standard classical model, incentives leading to efficient provision, prices reflect true costs etc.  However, there are important tradeoffs, including the crowding out of intrinsic motivation and a potential adverse selection problem if blood cannot be perfectly screened. Also, a paternalist motivation might argue for protecting people from donating `too much' blood; this would require a behavioral bias justification.
Student can cite other papers suggesting evidence for the crowding out of intrinsic motivation.
\end{solution}
\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,
expevidence_pg_pd,"discuss evidence, explain, theory",,,Game theory,behavioural,,,,"\part (7 marks) Outline the evidence on how subjects play in laboratory `Public goods' experiments. Which factors and experimental variations lead to larger or smaller contributions, and what theories may explain this? What, if anything, do these experiments suggest for the real world?  \begin{solution}  Key Points:
  \begin{itemize}
    \item Significant cooperation/contributions (counter dominant-strategy prediction)
    \item Some `selfish' players, many `reciprocal'
    \item Declines with repetition but not to zero
    \item More cooperation when groups/players are kept constant than when meeting `strangers' each time
    \item Factors such as communication, higher return rates, smaller groups increase cooperation
    \item Allowing sanctioning can sometimes improve contributions, but also can bring 'antisocial punishment', inefficiency, and worse outcomes.
  \end{itemize}

A major explanation for the determinants and patterns of contribution involves reciprocity and conditional  cooperation; people contribute more when they believe others will contribute more, and these beliefs may change over time and with different environments.   Other theories include reputation-seeking, team reasoning, and aversion to lying.

Social scientists differ  about the generalisability of lab experiments  to real world situations. (Especially real world collective action problems, voluntary contributions to public goods, and charitable giving.) Issues include the representativeness of lab subjects, the stake sizes, and the artificial nature of the lab, as well as issues of 'experimenter demand'. However, one can make a case that the things that will influence the level of cooperation maybe the same in both contexts such as communication, reputation, and beliefs about others' generosity.
\end{solution}

",,,,,,1,,,,,,checked,,,,,,,,,,,,,,
allais_show,"define, explain",,,Behavioural,,,,,"\part (25 marks) Describe the `Allais paradox', giving a specific example of a set of choices that illustrate this paradox. Explain why these choices are inconsistent with the standard theory of expected utility maximisation. Please write \textit{clearly} and \underline{concisely}.
%Please use no more than two sides of a page for this part


\begin{solution}
Please see lecture notes.


 \bigskip

Allais paradox illustrated by a scenario such as


- Gamble A: an 89\% chance of winning \pounds 1 million a 10\% chance of winning \pounds5 million, and a 1\% chance of winning nothing.
- Gamble B: \pounds1 million with certainty.


vs

- Gamble C: an 89\% chance of winning nothing and an 11\% chance of winning \pounds1 million
- Gamble D: a 90\% chance of winning nothing and a 10\% chance of winning \pounds5 million.

Many people choose B over A and choose D over C:

contradicts Expected Utility theory:

- If $B \succ A$ then $EU(A) > EU(B)$
    - $\rightarrow U(1m) > 0.89 \: U(1m) + 0.1 \: U(5m) + 0.01 \: U(0)$
    - $\rightarrow$ $0.11 \: U(1m) >  0.1 U(5m) + 0.01 \: U(0)$
- If $D \succ C$ then $EU(D)>EU(C)$
    - $\rightarrow 0.9 \: U(0) + 0.1 U(5m) > 0.89 \: U(0) + 0.11 \: U(1m)$
    - Implying $0.1 \: U(5m) + 0.01 \: U(0) > 0.11 \: U(1m)$
    - Contradicting the above!
\end{solution}

",,,9.0,,,,,,,,,,,,checked,"Monetary EV mixed with EU,Concluding risk aversion is the paradox,Missing the calculation,Wrong behavioral theory used to explain it,Mixed up with K&T paradox (gain/loss frame of exact same gambles)",,checked,"\question[20] Describe the `Allais paradox', giving a specific example of a set of choices that illustrate this paradox. Explain why these choices are inconsistent with the standard theory of expected utility maximisation. Describe one behavioural theory that explains these choices. Please write \textit{clearly} and \underline{concisely}.

\begin{solution}
Please see lecture notes on Behavioural Economics.

 The Allais paradox

 Scenario such as



- Gamble A: an 89\% chance of winning \pounds 1 million a 10\% chance of winning \pounds5 million, and a 1\% chance of winning nothing.
- Gamble B: \pounds1 million with certainty.


vs

- Gamble C: an 89\% chance of winning nothing and an 11\% chance of winning \pounds1 million
- Gamble D: a 90\% chance of winning nothing and a 10\% chance of winning \pounds5 million.

Many people choose B over A and choose D over C:

contradicts Expected Utility theory:

- If $B \succ A$ then $EU(A) > EU(B)$
    - $\rightarrow U(1m) > 0.89 \: U(1m) + 0.1 \: U(5m) + 0.01 \: U(0)$
    - $\rightarrow$ $0.11 \: U(1m) >  0.1 U(5m) + 0.01 \: U(0)$
- If $D \succ C$ then $EU(D)>EU(C)$
    - $\rightarrow 0.9 \: U(0) + 0.1 U(5m) > 0.89 \: U(0) + 0.11 \: U(1m)$
    - Implying $0.1 \: U(5m) + 0.01 \: U(0) > 0.11 \: U(1m)$
    - Contradicting the above!


    1. 'Probability misweighting' explanation
    1. Kahneman and Tversky version, Framing, and Loss Aversion


- Gamble A: 89\% chance of \pounds1m, a 10\% chance of \pounds5m, and  1\% chance of 0.
- Gamble B: \pounds1m with certainty.
- Gamble C: 89\% chance of 0 and 11\% chance of \pounds1m.
- Gamble D: 90\% chance of 0 and 10\% chance of \pounds5m.

Why do people choose B over A and D over C?

 \underline{One theory: People overweight small probabilities} $\rightarrow$  Gamble A: the 1\% chance of 0 is treated than it is

\underline{Another theory: Loss aversion}


- Considering A \& B, the ref. point may be close to \pounds1000, as this can be had with certainty.
    -  A seem to 'risk a costly loss of \pounds1000', thus may choose 'safer' $B>A$, notwithstanding its far lower EV (\pounds1000 vs \pounds1390)

. . .


- Considering D \& C, ref. point may be close to 0, as EV's of each are low, \& 0 is likeliest outcome
    - So 'don't worry about losses', choose D > C bc higher EV (\pounds500 vs. \pounds110)


\end{solution}
",,,,,,,
private_PG_provision_theory,"Explain, theory",,,public goods,,,,,"\part (25 marks) What level of public goods are likely to be provided in the absence of government intervention? Will this be an efficient amount?  Explain your answer using economic theory (including equations and/or graphs).
",,,,,,,,,,,,,,,checked,"Discussed government provision instead of private provision,Incomplete graphs or explanations",Behavioural,,"  \question[20] What level of public goods are likely to be provided in the absence of government intervention? Will this be an efficient amount? What factors are likely to lead to a \textit{greater} provision of public goods in the absence of government intervention? Explain your answer using economic theory (including equations and/or graphs) and discussing the empirical evidence (e.g., from lab and field experiments or from observational studies).  Please write \textit{clearly} and \underline{concisely}.
",,,,,,,
allais_explainwhy,"define, explain",,,Behavioural,,,,,"  \question[50] \underline{The Allais paradox and behavioural explanations}

\begin{parts}


\part (25 marks) Describe one behavioural theory that explains the choice you described in the previous part, and briefly discuss the evidence for this theory.
Please write \textit{clearly} and \underline{concisely}.


\begin{solution}

    1. 'Probability misweighting' explanation
    1. Kahneman and Tversky version, Framing, and Loss Aversion


- Gamble A: 89\% chance of \pounds1m, a 10\% chance of \pounds5m, and  1\% chance of 0.
- Gamble B: \pounds1m with certainty.
- Gamble C: 89\% chance of 0 and 11\% chance of \pounds1m.
- Gamble D: 90\% chance of 0 and 10\% chance of \pounds5m.

Why do people choose B over A and D over C?

 \underline{One theory: People overweight small probabilities} $\rightarrow$  Gamble A: the 1\% chance of 0 is treated than it is

\underline{Another theory: Loss aversion}


- Considering A \& B, the ref. point may be close to \pounds1000, as this can be had with certainty.
    -  A seem to 'risk a costly loss of \pounds1000', thus may choose 'safer' $B>A$, notwithstanding its far lower EV (\pounds1000 vs \pounds1390)

. . .


- Considering D \& C, ref. point may be close to 0, as EV's of each are low, \& 0 is likeliest outcome
    - So 'don't worry about losses', choose D > C bc higher EV (\pounds500 vs. \pounds110)

\bigskip

Evidence for each of these theories: see lecture notes and readings

\part (25 marks) Describe one behavioural theory that explains the choice you described in the previous part, and briefly discuss the evidence for this theory.
Please write \textit{clearly} and \underline{concisely}.
%Please use no more than three sides of a page for this part.

\begin{solution}
Please see lecture notes.


 \bigskip

Allais paradox illustrated by a scenario such as


- Gamble A: an 89\% chance of winning \pounds 1 million a 10\% chance of winning \pounds5 million, and a 1\% chance of winning nothing.
- Gamble B: \pounds1 million with certainty.


vs

- Gamble C: an 89\% chance of winning nothing and an 11\% chance of winning \pounds1 million
- Gamble D: a 90\% chance of winning nothing and a 10\% chance of winning \pounds5 million.

Many people choose B over A and choose D over C:

contradicts Expected Utility theory:

- If $B \succ A$ then $EU(A) > EU(B)$
    - $\rightarrow U(1m) > 0.89 \: U(1m) + 0.1 \: U(5m) + 0.01 \: U(0)$
    - $\rightarrow$ $0.11 \: U(1m) >  0.1 U(5m) + 0.01 \: U(0)$
- If $D \succ C$ then $EU(D)>EU(C)$
    - $\rightarrow 0.9 \: U(0) + 0.1 U(5m) > 0.89 \: U(0) + 0.11 \: U(1m)$
    - Implying $0.1 \: U(5m) + 0.01 \: U(0) > 0.11 \: U(1m)$
    - Contradicting the above!


    1. 'Probability misweighting' explanation
    1. Kahneman and Tversky version, Framing, and Loss Aversion


- Gamble A: 89\% chance of \pounds1m, a 10\% chance of \pounds5m, and  1\% chance of 0.
- Gamble B: \pounds1m with certainty.
- Gamble C: 89\% chance of 0 and 11\% chance of \pounds1m.
- Gamble D: 90\% chance of 0 and 10\% chance of \pounds5m.

Why do people choose B over A and D over C?

 \underline{One theory: People overweight small probabilities} $\rightarrow$  Gamble A: the 1\% chance of 0 is treated than it is

\underline{Another theory: Loss aversion}


- Considering A \& B, the ref. point may be close to \pounds1000, as this can be had with certainty.
    -  A seem to 'risk a costly loss of \pounds1000', thus may choose 'safer' $B>A$, notwithstanding its far lower EV (\pounds1000 vs \pounds1390)

. . .


- Considering D \& C, ref. point may be close to 0, as EV's of each are low, \& 0 is likeliest outcome
    - So 'don't worry about losses', choose D > C bc higher EV (\pounds500 vs. \pounds110)

\bigskip

Evidence for each of these theories: see lecture notes and readings

\end{solution}",,,9.0,,,,,,,,,,,,checked,"Wrong behavioral theory used to explain it,Reference point must *change*,Wrong slopes of utility relative to reference points,Not related to *this case*,One piece of evidence does not 'prove' a theory.,Loss averse doesn't mean *infinitely* loss averse",,checked,,,,,,,,
evidence_PGvarious,"discuss evidence, explain, theory",,,public goods,,,,,"\part (25 marks) Discuss the empirical evidence on either (choose ONE):
\begin{itemize}
  \item factors that lead to a greater provision of public goods in economic experiments,
  \item factors that lead to a more efficient provision of public goods in natural real-world contexts,
  \item factors that lead individuals to donate more to charities (citing evidence from experiments and/or observational studies) \textit{or}
  \item the efficiency of the provision of \textit{information} goods in the real world.
\end{itemize}
",,,,,,,,,,,,,,,checked,"No evidence,Theory presented instead of evidence,Incorrect parenthetical references (wrong articles),One piece of evidence does not 'prove' a theory.",Behavioural,,,,,,,,,checked
risk_averse_diversify,"explain, theory",,,,,,checked,,"\begin{minipage}{\linewidth}
\part (17.5 marks) Define `risk aversion'. Explain why an economist would advise a risk-averse investor to `diversify' her investments.  Would the advice be the same for any risk-averse investor, or would it vary depending on her level of risk-aversion? Does this depend on whether she can borrow or lend at the `risk-free' rate? . Explain why or why not, referring to equations and diagrams as needed. 
\end{minipage}

\begin{solution}
See lecture notes. 
\end{solution}",,,,,,,,,,,,,,,,,,,,,,,,,,
